"Subjects","Valence","Noise","Neighbourhood","Socioeconomic","Sex"
24,"Positive",0.01045156052,"Bilbao","High","Female"
24,"Positive",0.006059899608,"Bilbao","High","Female"
24,"Positive",0.01255567974,"Bilbao","High","Female"
24,"Positive",0.006853524234,"Bilbao","High","Female"
24,"Positive",0.01566575963,"Bilbao","High","Female"
24,"Negative",0.01685231443,"Bilbao","High","Female"
24,"Positive",0.01406184598,"Bilbao","High","Female"
24,"Negative",0.006961361996,"Bilbao","High","Female"
24,"Positive",0.014009246,"Bilbao","High","Female"
24,"Positive",0.009369161677,"Bilbao","High","Female"
24,"Negative",0.007802059203,"Bilbao","High","Female"
24,"Negative",0.01191250495,"Bilbao","High","Female"
24,"Negative",0.005987518666,"Bilbao","High","Female"
24,"Negative",0.009452301601,"Bilbao","High","Female"
24,"Positive",0.01018368233,"Bilbao","High","Female"
24,"Positive",0.01148179425,"Bilbao","High","Female"
24,"Negative",0.01615966964,"Bilbao","High","Female"
24,"Positive",0.01697646008,"Bilbao","High","Female"
24,"Negative",0.04038233819,"Bilbao","High","Female"
24,"Negative",0.04936242973,"Bilbao","High","Female"
24,"Negative",0.01798082864,"Bilbao","High","Female"
24,"Negative",0.03105687097,"Bilbao","High","Female"
24,"Negative",0.04283037346,"Bilbao","High","Female"
24,"Negative",0.03569250787,"Bilbao","High","Female"
24,"Positive",0.03586576976,"Bilbao","High","Female"
25,"Negative",0.004560854057,"Ecuador","Low","Male"
25,"Negative",0.001346601968,"Ecuador","Low","Male"
25,"Negative",0.008568693511,"Ecuador","Low","Male"
25,"Negative",0.006403372853,"Ecuador","Low","Male"
25,"Negative",0.009756105707,"Ecuador","Low","Male"
25,"Negative",0.007374234811,"Ecuador","Low","Male"
25,"Negative",0.005556653054,"Ecuador","Low","Male"
25,"Negative",0.008014385541,"Ecuador","Low","Male"
25,"Negative",0.00842619623,"Ecuador","Low","Male"
25,"Negative",0.01415992415,"Ecuador","Low","Male"
25,"Negative",0.02025066416,"Ecuador","Low","Male"
25,"Negative",0.02220953371,"Ecuador","Low","Male"
25,"Negative",0.01422237633,"Ecuador","Low","Male"
25,"Negative",0.01520740441,"Ecuador","Low","Male"
25,"Negative",0.0267361364,"Ecuador","Low","Male"
25,"Negative",0.008536176629,"Ecuador","Low","Male"
25,"Negative",0.008109380768,"Ecuador","Low","Male"
25,"Positive",0.04126080408,"Ecuador","Low","Male"
25,"Negative",0.02218001733,"Ecuador","Low","Male"
25,"Positive",0.0229132522,"Ecuador","Low","Male"
25,"Negative",0.02588737645,"Ecuador","Low","Male"
25,"Negative",0.02125083838,"Ecuador","Low","Male"
25,"Negative",0.007106334799,"Ecuador","Low","Male"
25,"Negative",0.01232673896,"Ecuador","Low","Male"
25,"Positive",0.03012401082,"Ecuador","Low","Male"
25,"Negative",0.01032559716,"Ecuador","Low","Male"
25,"Negative",0.01480305208,"Ecuador","Low","Male"
25,"Negative",0.03440245238,"Ecuador","Low","Male"
25,"Negative",0.04156040251,"Ecuador","Low","Male"
25,"Positive",0.04766023484,"Ecuador","Low","Male"
26,"Negative",0.01454557194,"Ecuador","Low","Male"
26,"Negative",0.02951285699,"Ecuador","Low","Male"
26,"Negative",0.02884175604,"Ecuador","Low","Male"
26,"Positive",0.02195731173,"Ecuador","Low","Male"
26,"Positive",0.03901713807,"Ecuador","Low","Male"
26,"Negative",0.01679201191,"Ecuador","Low","Male"
26,"Positive",0.01951160076,"Ecuador","Low","Male"
26,"Positive",0.03271718564,"Ecuador","Low","Male"
26,"Negative",0.02666186868,"Ecuador","Low","Male"
26,"Positive",0.03941746793,"Ecuador","Low","Male"
26,"Negative",0.01359240571,"Ecuador","Low","Male"
26,"Positive",0.0113469,"Ecuador","Low","Male"
26,"Positive",0.03145556505,"Ecuador","Low","Male"
26,"Negative",0.04528237426,"Ecuador","Low","Male"
26,"Positive",0.06943924942,"Ecuador","Low","Male"
26,"Positive",0.08615306593,"Ecuador","Low","Male"
26,"Negative",0.03614320745,"Ecuador","Low","Male"
26,"Negative",0.06194813548,"Ecuador","Low","Male"
26,"Positive",0.0273787962,"Ecuador","Low","Male"
26,"Positive",0.03600871407,"Ecuador","Low","Male"
27,"Negative",0.01089250763,"Ecuador","Low","Male"
27,"Positive",0.02279749037,"Ecuador","Low","Male"
27,"Negative",0.02286150868,"Ecuador","Low","Male"
27,"Negative",0.02240997496,"Ecuador","Low","Male"
27,"Negative",0.01389976142,"Ecuador","Low","Male"
27,"Negative",0.02502212964,"Ecuador","Low","Male"
27,"Negative",0.0256488363,"Ecuador","Low","Male"
27,"Negative",0.02434291607,"Ecuador","Low","Male"
27,"Negative",0.01562264022,"Ecuador","Low","Male"
27,"Positive",0.05009874831,"Ecuador","Low","Male"
27,"Positive",0.05206153709,"Ecuador","Low","Male"
27,"Negative",0.008819681151,"Ecuador","Low","Male"
27,"Positive",0.03048771569,"Ecuador","Low","Male"
27,"Negative",0.007033466995,"Ecuador","Low","Male"
27,"Negative",0.008161122057,"Ecuador","Low","Male"
27,"Negative",0.02153702523,"Ecuador","Low","Male"
27,"Positive",0.03869845937,"Ecuador","Low","Male"
27,"Negative",0.03486855221,"Ecuador","Low","Male"
27,"Negative",0.03543662043,"Ecuador","Low","Male"
27,"Positive",0.03618083571,"Ecuador","Low","Male"
27,"Negative",0.0299755143,"Ecuador","Low","Male"
27,"Negative",0.0246177243,"Ecuador","Low","Male"
27,"Negative",0.03900534378,"Ecuador","Low","Male"
27,"Positive",0.04209247495,"Ecuador","Low","Male"
27,"Positive",0.03786611125,"Ecuador","Low","Male"
27,"Positive",0.03517362708,"Ecuador","Low","Male"
27,"Negative",0.04566037552,"Ecuador","Low","Male"
27,"Negative",0.03440511059,"Ecuador","Low","Male"
27,"Negative",0.0518559578,"Ecuador","Low","Male"
27,"Negative",0.07395633101,"Ecuador","Low","Male"
27,"Negative",0.04518184657,"Ecuador","Low","Male"
27,"Positive",0.04267239498,"Ecuador","Low","Male"
27,"Positive",0.04909007776,"Ecuador","Low","Male"
28,"Negative",0.03228966369,"Ecuador","Low","Female"
28,"Negative",0.02056736607,"Ecuador","Low","Female"
28,"Negative",0.07325464182,"Ecuador","Low","Female"
28,"Positive",0.01946776109,"Ecuador","Low","Female"
28,"Negative",0.06963915006,"Ecuador","Low","Female"
28,"Negative",0.102822021,"Ecuador","Low","Female"
28,"Negative",0.07141752389,"Ecuador","Low","Female"
28,"Negative",0.02175008037,"Ecuador","Low","Female"
28,"Negative",0.03263733865,"Ecuador","Low","Female"
28,"Negative",0.09264903254,"Ecuador","Low","Female"
28,"Negative",0.05730606168,"Ecuador","Low","Female"
28,"Negative",0.04852416219,"Ecuador","Low","Female"
29,"Negative",0.007513965074,"Ecuador","Low","Female"
29,"Negative",0.03130297852,"Ecuador","Low","Female"
29,"Negative",0.01597770955,"Ecuador","Low","Female"
29,"Positive",0.02738335653,"Ecuador","Low","Female"
29,"Negative",0.01405681255,"Ecuador","Low","Female"
29,"Positive",0.03741177587,"Ecuador","Low","Female"
29,"Positive",0.0206167282,"Ecuador","Low","Female"
29,"Positive",0.050122323,"Ecuador","Low","Female"
29,"Negative",0.02930697503,"Ecuador","Low","Female"
29,"Negative",0.03981985472,"Ecuador","Low","Female"
29,"Negative",0.02732149882,"Ecuador","Low","Female"
29,"Negative",0.03775233102,"Ecuador","Low","Female"
29,"Negative",0.0242884076,"Ecuador","Low","Female"
29,"Negative",0.03905784059,"Ecuador","Low","Female"
30,"Positive",0.03066572028,"Ecuador","Low","Female"
30,"Negative",0.0189989844,"Ecuador","Low","Female"
30,"Negative",0.02212829519,"Ecuador","Low","Female"
30,"Negative",0.05924181362,"Ecuador","Low","Female"
30,"Positive",0.02078650818,"Ecuador","Low","Female"
30,"Positive",0.04576228774,"Ecuador","Low","Female"
30,"Positive",0.07277710139,"Ecuador","Low","Female"
30,"Positive",0.07035466385,"Ecuador","Low","Female"
30,"Negative",0.06228889553,"Ecuador","Low","Female"
30,"Positive",0.02196543743,"Ecuador","Low","Female"
30,"Positive",0.06672121963,"Ecuador","Low","Female"
30,"Positive",0.03214430055,"Ecuador","Low","Female"
30,"Positive",0.0517524867,"Ecuador","Low","Female"
30,"Positive",0.04286958469,"Ecuador","Low","Female"
30,"Negative",0.04547238502,"Ecuador","Low","Female"
30,"Negative",0.08333030188,"Ecuador","Low","Female"
31,"Positive",0.006665216855,"Hurtado","Low","Male"
31,"Negative",0.01462110137,"Hurtado","Low","Male"
31,"Positive",0.004658814255,"Hurtado","Low","Male"
31,"Negative",0.02522741016,"Hurtado","Low","Male"
31,"Negative",0.01477576715,"Hurtado","Low","Male"
31,"Negative",0.01422964477,"Hurtado","Low","Male"
31,"Negative",0.03058059834,"Hurtado","Low","Male"
31,"Negative",0.0221948659,"Hurtado","Low","Male"
31,"Negative",0.01583214843,"Hurtado","Low","Male"
31,"Negative",0.01539547392,"Hurtado","Low","Male"
31,"Negative",0.02057367715,"Hurtado","Low","Male"
31,"Negative",0.01759606196,"Hurtado","Low","Male"
31,"Negative",0.03837821352,"Hurtado","Low","Male"
32,"Negative",0.009384269204,"Hurtado","Low","Female"
32,"Negative",0.03542108494,"Hurtado","Low","Female"
32,"Positive",0.04768381869,"Hurtado","Low","Female"
32,"Negative",0.07376476738,"Hurtado","Low","Female"
32,"Negative",0.04603403499,"Hurtado","Low","Female"
32,"Negative",0.0351393931,"Hurtado","Low","Female"
32,"Negative",0.009847831107,"Hurtado","Low","Female"
32,"Negative",0.02005201064,"Hurtado","Low","Female"
32,"Negative",0.01817230088,"Hurtado","Low","Female"
32,"Negative",0.02099540821,"Hurtado","Low","Female"
32,"Negative",0.03678222928,"Hurtado","Low","Female"
32,"Negative",0.02996896067,"Hurtado","Low","Female"
32,"Negative",0.0284424342,"Hurtado","Low","Female"
32,"Negative",0.02813980902,"Hurtado","Low","Female"
32,"Negative",0.03173260185,"Hurtado","Low","Female"
32,"Negative",0.02898006571,"Hurtado","Low","Female"
32,"Negative",0.01625932308,"Hurtado","Low","Female"
32,"Negative",0.02750442786,"Hurtado","Low","Female"
32,"Negative",0.02838247873,"Hurtado","Low","Female"
32,"Negative",0.03605352663,"Hurtado","Low","Female"
32,"Negative",0.02311396801,"Hurtado","Low","Female"
33,"Negative",0.05233127211,"Hurtado","Low","Male"
33,"Negative",0.02752003722,"Hurtado","Low","Male"
33,"Negative",0.0189731608,"Hurtado","Low","Male"
33,"Negative",0.01571055136,"Hurtado","Low","Male"
33,"Negative",0.007873726548,"Hurtado","Low","Male"
33,"Negative",0.0321620598,"Hurtado","Low","Male"
33,"Negative",0.02449647617,"Hurtado","Low","Male"
33,"Negative",0.01884638589,"Hurtado","Low","Male"
33,"Negative",0.009175315705,"Hurtado","Low","Male"
33,"Negative",0.02690218684,"Hurtado","Low","Male"
33,"Negative",0.03111362027,"Hurtado","Low","Male"
33,"Negative",0.04977576532,"Hurtado","Low","Male"
33,"Negative",0.01592683182,"Hurtado","Low","Male"
33,"Negative",0.04478470582,"Hurtado","Low","Male"
33,"Negative",0.03802673236,"Hurtado","Low","Male"
33,"Negative",0.0344279231,"Hurtado","Low","Male"
34,"Positive",0.05052229473,"Hurtado","Low","Female"
34,"Negative",0.01975796519,"Hurtado","Low","Female"
34,"Negative",0.05246116579,"Hurtado","Low","Female"
34,"Negative",0.01738344303,"Hurtado","Low","Female"
34,"Negative",0.02955286879,"Hurtado","Low","Female"
34,"Negative",0.02243360392,"Hurtado","Low","Female"
34,"Negative",0.03515745539,"Hurtado","Low","Female"
34,"Negative",0.004644496024,"Hurtado","Low","Female"
34,"Negative",0.01150503907,"Hurtado","Low","Female"
34,"Negative",0.02720617248,"Hurtado","Low","Female"
34,"Negative",0.02988714574,"Hurtado","Low","Female"
34,"Negative",0.01938168362,"Hurtado","Low","Female"
34,"Negative",0.02528613073,"Hurtado","Low","Female"
34,"Negative",0.03102727518,"Hurtado","Low","Female"
34,"Negative",0.03276338671,"Hurtado","Low","Female"
34,"Negative",0.04361997237,"Hurtado","Low","Female"
34,"Negative",0.01138770928,"Hurtado","Low","Female"
34,"Negative",0.03170684327,"Hurtado","Low","Female"
34,"Negative",0.08758544766,"Hurtado","Low","Female"
34,"Negative",0.0379738214,"Hurtado","Low","Female"
35,"Positive",0.06117020424,"Hurtado","Low","Female"
35,"Negative",0.041669313,"Hurtado","Low","Female"
35,"Negative",0.04858261293,"Hurtado","Low","Female"
35,"Negative",0.034354866,"Hurtado","Low","Female"
35,"Negative",0.02286245145,"Hurtado","Low","Female"
35,"Negative",0.05983460072,"Hurtado","Low","Female"
35,"Negative",0.04504676857,"Hurtado","Low","Female"
35,"Negative",0.03756048662,"Hurtado","Low","Female"
35,"Negative",0.03768092348,"Hurtado","Low","Female"
35,"Negative",0.08918232609,"Hurtado","Low","Female"
35,"Negative",0.02886575964,"Hurtado","Low","Female"
35,"Negative",0.04435096671,"Hurtado","Low","Female"
36,"Positive",0.02923252254,"Hurtado","Low","Male"
36,"Negative",0.01371568438,"Hurtado","Low","Male"
36,"Negative",0.03834826008,"Hurtado","Low","Male"
36,"Positive",0.01211599666,"Hurtado","Low","Male"
36,"Positive",0.01690122687,"Hurtado","Low","Male"
36,"Negative",0.01832945487,"Hurtado","Low","Male"
36,"Negative",0.01988035192,"Hurtado","Low","Male"
36,"Negative",0.0108527345,"Hurtado","Low","Male"
36,"Negative",0.01981441031,"Hurtado","Low","Male"
36,"Negative",0.02043336808,"Hurtado","Low","Male"
36,"Negative",0.01593289582,"Hurtado","Low","Male"
36,"Negative",0.01024369453,"Hurtado","Low","Male"
36,"Negative",0.02459799079,"Hurtado","Low","Male"
